real wU wUE  wI wIE  user  film
 3.0 2.1 0.9 3.2 0.2 827.0 211.0
 5.0 2.6 2.4 3.7 1.3 334.0 597.0
 3.0 1.4 1.6 2.6 0.4 4946.0 563.0
 4.0 1.8 2.2 3.6 0.4 364.0 413.0
 3.0 3.0 0.0 3.1 0.1 141.0 99.0
 2.0 1.4 0.6 3.2 1.2 1557.0 474.0
 3.0 3.5 0.5 4.0 1.0 457.0 182.0
 3.5 2.5 1.0 3.9 0.4 1044.0 595.0
 0.5 1.7 1.2 1.0 0.5 4799.0 149.0
 2.0 2.6 0.6 4.0 2.0 3125.0 541.0
 4.5 3.0 1.5 3.8 0.7 1339.0 361.0
 2.0 2.2 0.2 2.7 0.7 540.0 387.0
 5.0 2.6 2.4 4.3 0.7 1037.0 485.0
 2.0 2.3 0.3 2.6 0.6 30.0 579.0
 3.0 1.6 1.4 3.1 0.1 2745.0 604.0
 3.5 1.9 1.6 3.9 0.4 486.0 352.0
 4.5 2.7 1.8 3.8 0.7 748.0 586.0
 4.0 1.5 2.5 3.6 0.4 808.0 456.0
 3.0 1.8 1.2 3.0 0.0 4422.0 481.0
 2.0 2.3 0.3 2.1 0.1 3128.0 452.0
 4.0 1.5 2.5 4.0 0.0 6200.0 298.0
 4.0 2.4 1.6 3.9 0.1 1679.0 651.0
 4.0 1.8 2.2 4.1 0.1 2755.0 29.0
 5.0 3.5 1.5 3.3 1.7 432.0 286.0
 5.0 2.5 2.5 4.0 1.0 856.0 596.0
 4.0 2.0 2.0 2.4 1.6 588.0 94.0
 5.0 3.1 1.9 4.1 0.9 402.0 620.0
 4.0 3.1 0.9 2.8 1.2 61.0 439.0
 3.0 2.7 0.3 3.3 0.3 81.0 29.0
 4.0 3.6 0.4 2.6 1.4 323.0 356.0
 3.0 2.1 0.9 3.3 0.3 342.0 411.0
 5.0 3.0 2.0 3.8 1.2 57.0 2.0
 3.0 1.3 1.7 3.5 0.5 2707.0 546.0
 4.0 3.4 0.6 3.5 0.5 598.0 200.0
 3.0 2.4 0.6 4.0 1.0 194.0 664.0
 2.0 1.6 0.4 3.1 1.1 922.0 456.0
 2.0 1.6 0.4 3.2 1.2 1195.0 467.0
 4.0 1.6 2.4 4.0 0.0 5945.0 651.0
 1.5 2.8 1.3 3.2 1.7 2648.0 252.0
 4.0 2.2 1.8 4.1 0.1 122.0 623.0
 4.0 1.8 2.2 3.1 0.9 4237.0 517.0
 2.0 1.7 0.3 1.1 0.9 3075.0 195.0
 4.0 2.0 2.0 3.8 0.2 4137.0 553.0
 3.5 1.3 2.2 4.5 1.0 6861.0 451.0
 1.0 1.6 0.6 2.7 1.7 911.0 141.0
 4.5 2.1 2.4 3.8 0.7 381.0 293.0
 5.0 3.1 1.9 3.5 1.5 1031.0 192.0
 4.0 2.7 1.3 4.0 0.0 1053.0 117.0
 4.0 1.9 2.1 3.7 0.3 3328.0 148.0
 4.5 1.1 3.4 3.1 1.4 2758.0 546.0
 1.5 1.2 0.3 2.5 1.0 1602.0 467.0
 3.5 1.4 2.1 4.0 0.5 1416.0 451.0
 5.0 3.3 1.7 3.5 1.5 154.0 400.0
 4.0 1.6 2.4 4.0 0.0 2875.0 29.0
 3.0 3.1 0.1 3.4 0.4 90.0 281.0
 3.0 2.4 0.6 4.0 1.0 793.0 98.0
 5.0 3.1 1.9 3.6 1.4 2578.0 593.0
 5.0 2.9 2.1 3.7 1.3 447.0 595.0
 5.0 3.0 2.0 3.5 1.5 126.0 653.0
 4.0 3.0 1.0 3.8 0.2 354.0 83.0
 3.5 3.1 0.4 3.4 0.1 465.0 7.0
 3.0 3.1 0.1 3.4 0.4 29.0 143.0
 4.5 1.9 2.6 3.0 1.5 1910.0 370.0
 4.5 2.8 1.7 4.0 0.5 436.0 459.0
 4.5 1.6 2.9 3.7 0.8 6173.0 426.0
 1.0 2.1 1.1 3.4 2.4 2564.0 471.0
 4.0 2.7 1.3 3.9 0.1 632.0 151.0
 5.0 3.0 2.0 4.1 0.9 404.0 480.0
 4.0 3.2 0.8 3.2 0.8 87.0 430.0
 5.0 2.8 2.2 3.9 1.1 161.0 277.0
 4.0 3.0 1.0 4.1 0.1 201.0 584.0
 5.0 2.4 2.6 4.1 0.9 559.0 149.0
 3.5 2.2 1.3 3.6 0.1 571.0 47.0
 5.0 2.7 2.3 3.3 1.7 146.0 658.0
 1.5 1.6 0.1 2.6 1.1 2526.0 467.0
 4.0 2.7 1.3 3.6 0.4 229.0 231.0
 3.0 2.1 0.9 3.9 0.9 897.0 504.0
 5.0 1.8 3.2 3.1 1.9 461.0 563.0
 4.0 2.5 1.5 2.8 1.2 3311.0 472.0
 5.0 2.5 2.5 4.1 0.9 2315.0 375.0
 5.0 2.7 2.3 3.1 1.9 4449.0 655.0
 4.0 2.0 2.0 3.6 0.4 1426.0 366.0
 4.0 2.6 1.4 3.9 0.1 584.0 597.0
 5.0 2.9 2.1 3.8 1.2 1339.0 267.0
 4.0 2.0 2.0 3.9 0.1 8598.0 607.0
 4.0 1.3 2.7 3.9 0.1 2826.0 310.0
 5.0 3.8 1.2 3.9 1.1 49.0 510.0
 3.0 2.4 0.6 4.2 1.2 767.0 391.0
 4.5 2.6 1.9 3.8 0.7 1339.0 129.0
 3.5 2.8 0.7 3.2 0.3 324.0 651.0
 3.5 1.8 1.7 3.2 0.3 3846.0 383.0
 2.5 3.0 0.5 3.4 0.9 728.0 62.0
 4.0 1.3 2.7 2.3 1.7 6749.0 563.0
 5.0 2.9 2.1 3.2 1.8 17.0 166.0
 2.5 2.8 0.3 3.8 1.3 348.0 282.0
 4.0 3.4 0.6 3.6 0.4 29.0 652.0
 3.0 2.0 1.0 3.5 0.5 31.0 352.0
 3.0 2.8 0.2 3.1 0.1 690.0 382.0
 3.0 1.7 1.3 2.5 0.5 952.0 188.0
 3.0 2.7 0.3 3.1 0.1 331.0 611.0
 5.0 3.0 2.0 4.1 0.9 183.0 480.0
 4.5 3.3 1.2 3.8 0.7 358.0 234.0
 5.0 3.2 1.8 4.1 0.9 121.0 466.0
 3.5 2.8 0.7 3.9 0.4 343.0 595.0
 2.0 2.5 0.5 3.6 1.6 2169.0 98.0
 4.0 3.1 0.9 3.7 0.3 165.0 214.0
 2.0 2.7 0.7 3.2 1.2 56.0 282.0
 3.5 2.0 1.5 3.4 0.1 1451.0 131.0
 3.0 2.7 0.3 4.1 1.1 179.0 526.0
 4.0 1.5 2.5 4.1 0.1 2324.0 563.0
 3.5 2.1 1.4 3.7 0.2 3192.0 663.0
 4.0 2.8 1.2 3.2 0.8 1050.0 432.0
 5.0 2.6 2.4 3.9 1.1 793.0 70.0
 1.5 2.6 1.1 2.1 0.6 100.0 560.0
 4.0 2.0 2.0 3.7 0.3 350.0 381.0
 4.0 3.1 0.9 3.2 0.8 91.0 651.0
 3.0 2.2 0.8 3.4 0.4 1280.0 485.0
 4.0 2.9 1.1 3.7 0.3 866.0 92.0
 5.0 2.7 2.3 3.2 1.8 249.0 196.0
 4.5 2.9 1.6 3.6 0.9 818.0 354.0
 3.0 2.3 0.7 3.2 0.2 2140.0 343.0
 5.0 2.4 2.6 4.1 0.9 328.0 548.0
 5.0 2.3 2.7 3.6 1.4 996.0 563.0
 3.5 2.7 0.8 3.4 0.1 2561.0 653.0
 4.0 2.5 1.5 3.6 0.4 110.0 563.0
 3.0 1.7 1.3 3.1 0.1 1168.0 385.0
 4.0 2.6 1.4 3.9 0.1 3302.0 599.0
 5.0 3.4 1.6 4.2 0.8 24.0 584.0
 5.0 2.6 2.4 4.0 1.0 298.0 517.0
 1.5 2.9 1.4 2.9 1.4 61.0 344.0
 2.0 2.7 0.7 3.5 1.5 598.0 219.0
 4.0 3.0 1.0 3.1 0.9 322.0 12.0
 3.0 2.0 1.0 3.2 0.2 220.0 383.0
 3.5 2.1 1.4 3.7 0.2 842.0 72.0
 3.5 2.7 0.8 3.9 0.4 119.0 104.0
 1.0 2.3 1.3 2.8 1.8 4205.0 446.0
 3.0 2.4 0.6 3.7 0.7 256.0 118.0
 5.0 2.6 2.4 3.9 1.1 4624.0 247.0
 4.0 2.3 1.7 3.7 0.3 242.0 470.0
 3.0 1.9 1.1 2.8 0.2 628.0 175.0
 4.5 2.0 2.5 3.7 0.8 1830.0 269.0
 4.0 2.3 1.7 4.1 0.1 365.0 379.0
 4.0 2.5 1.5 3.9 0.1 19.0 29.0
 2.0 1.5 0.5 3.5 1.5 6702.0 379.0
 5.0 2.4 2.6 3.8 1.2 1126.0 462.0
 4.5 2.5 2.0 3.0 1.5 1234.0 218.0
 4.5 2.4 2.1 4.1 0.4 3135.0 102.0
 4.5 2.1 2.4 2.9 1.6 863.0 186.0
 2.5 2.2 0.3 3.2 0.7 1522.0 614.0
 4.0 2.9 1.1 3.5 0.5 1409.0 552.0
 4.5 2.7 1.8 3.9 0.6 1448.0 303.0
 3.0 3.0 0.0 3.3 0.3 111.0 174.0
 2.0 2.3 0.3 2.8 0.8 148.0 357.0
 3.5 2.3 1.2 3.5 0.0 487.0 198.0
 5.0 2.7 2.3 4.3 0.7 157.0 118.0
 4.0 2.9 1.1 2.8 1.2 3016.0 529.0
 2.0 2.5 0.5 3.4 1.4 421.0 658.0
 4.0 2.7 1.3 3.9 0.1 752.0 440.0
 5.0 3.5 1.5 4.1 0.9 179.0 41.0
 3.5 2.5 1.0 3.5 0.0 973.0 653.0
 4.0 1.8 2.2 3.4 0.6 5009.0 574.0
 4.0 1.9 2.1 3.9 0.1 854.0 508.0
 4.5 1.8 2.7 3.8 0.7 2052.0 298.0
 3.0 3.0 0.0 3.7 0.7 417.0 282.0
 5.0 2.5 2.5 4.4 0.6 869.0 557.0
 3.5 2.3 1.2 4.1 0.6 286.0 129.0
 4.0 2.6 1.4 3.6 0.4 1941.0 55.0
 5.0 2.8 2.2 3.9 1.1 1888.0 61.0
 4.0 2.1 1.9 3.6 0.4 3640.0 471.0
 5.0 2.5 2.5 4.1 0.9 158.0 118.0
 3.0 2.6 0.4 3.7 0.7 1221.0 127.0
 5.0 3.4 1.6 3.9 1.1 202.0 576.0
 3.0 2.7 0.3 3.3 0.3 3664.0 559.0
 4.5 2.8 1.7 2.8 1.7 0.0 340.0
 3.5 2.6 0.9 3.3 0.2 2565.0 464.0
 3.0 2.1 0.9 3.5 0.5 567.0 500.0
 4.0 2.1 1.9 3.7 0.3 417.0 141.0
 3.0 1.6 1.4 3.7 0.7 711.0 14.0
 4.0 2.7 1.3 4.0 0.0 3818.0 622.0
 5.0 1.5 3.5 4.0 1.0 2755.0 451.0
 2.5 2.2 0.3 3.1 0.6 236.0 298.0
 3.0 2.5 0.5 3.7 0.7 518.0 459.0
 4.0 3.5 0.5 4.1 0.1 1592.0 39.0
 3.5 2.0 1.5 3.8 0.3 261.0 499.0
 3.5 1.0 2.5 4.0 0.5 1399.0 546.0
 4.0 2.9 1.1 3.9 0.1 387.0 347.0
 4.5 2.1 2.4 3.8 0.7 3557.0 76.0
 4.5 2.4 2.1 4.0 0.5 2792.0 440.0
 4.0 2.6 1.4 3.5 0.5 164.0 187.0
 3.0 3.0 0.0 3.5 0.5 971.0 166.0
 3.5 2.6 0.9 3.0 0.5 2045.0 479.0
 4.0 3.7 0.3 2.8 1.2 145.0 494.0
 4.0 2.7 1.3 4.0 0.0 2713.0 267.0
 4.0 2.8 1.2 3.7 0.3 27.0 515.0
 4.0 2.4 1.6 3.9 0.1 519.0 72.0
 2.5 1.2 1.3 3.0 0.5 7524.0 474.0
 3.0 2.2 0.8 3.3 0.3 2200.0 18.0
 3.5 1.7 1.8 3.5 0.0 661.0 546.0
 4.0 1.8 2.2 3.0 1.0 3354.0 48.0
 3.0 1.1 1.9 3.1 0.1 1772.0 14.0
 3.5 2.0 1.5 3.1 0.4 4767.0 470.0
 3.0 1.9 1.1 3.7 0.7 120.0 164.0
 4.5 3.0 1.5 3.8 0.7 19.0 427.0
 4.0 2.3 1.7 3.7 0.3 2712.0 101.0
 3.0 1.9 1.1 3.2 0.2 4518.0 305.0
 3.0 2.3 0.7 2.4 0.6 2969.0 90.0
 3.5 2.2 1.3 3.7 0.2 250.0 404.0
 2.5 1.3 1.2 3.0 0.5 4721.0 474.0
 1.0 3.2 2.2 3.0 2.0 222.0 270.0
 4.0 2.1 1.9 4.1 0.1 1027.0 508.0
 4.0 2.3 1.7 3.9 0.1 578.0 517.0
 3.5 1.8 1.7 3.6 0.1 1859.0 72.0
 5.0 3.3 1.7 4.0 1.0 190.0 3.0
 4.5 3.0 1.5 4.1 0.4 327.0 370.0
 1.5 1.4 0.1 3.0 1.5 8647.0 619.0
 4.0 2.7 1.3 3.8 0.2 435.0 595.0
 5.0 2.3 2.7 2.7 2.3 117.0 407.0
 5.0 1.9 3.1 3.9 1.1 2159.0 574.0
 5.0 2.0 3.0 3.8 1.2 4514.0 105.0
 5.0 2.9 2.1 4.1 0.9 1507.0 479.0
 4.0 2.7 1.3 4.0 0.0 630.0 93.0
 4.0 2.6 1.4 3.1 0.9 482.0 315.0
 2.0 1.5 0.5 2.4 0.4 1555.0 72.0
 5.0 2.8 2.2 4.0 1.0 1211.0 449.0
 4.0 2.7 1.3 3.8 0.2 439.0 101.0
 4.0 2.6 1.4 3.8 0.2 1339.0 21.0
 3.0 1.9 1.1 3.6 0.6 2338.0 194.0
 4.0 2.4 1.6 3.4 0.6 1865.0 315.0
 3.0 2.2 0.8 3.9 0.9 202.0 175.0
 4.0 3.1 0.9 3.3 0.7 714.0 397.0
 2.0 1.5 0.5 3.0 1.0 7205.0 574.0
 3.0 3.1 0.1 3.1 0.1 396.0 100.0
 5.0 4.0 1.0 3.9 1.1 49.0 180.0
 3.0 2.6 0.4 2.7 0.3 662.0 17.0
 3.0 1.2 1.8 3.0 0.0 7349.0 467.0
 3.0 2.8 0.2 3.9 0.9 159.0 321.0
 3.0 2.8 0.2 3.5 0.5 658.0 533.0
 2.0 2.5 0.5 3.5 1.5 763.0 311.0
 5.0 2.3 2.7 4.1 0.9 2160.0 613.0
 4.0 3.2 0.8 3.2 0.8 91.0 602.0
 3.0 1.3 1.7 4.0 1.0 7088.0 451.0
 4.0 1.7 2.3 2.7 1.3 1214.0 379.0
 4.0 3.4 0.6 4.0 0.0 463.0 522.0
 3.5 1.4 2.1 3.5 0.0 7774.0 528.0
 5.0 2.4 2.6 4.0 1.0 671.0 665.0
 3.5 3.2 0.3 3.5 0.0 392.0 290.0
 4.5 2.9 1.6 3.9 0.6 92.0 198.0
 4.0 2.9 1.1 3.0 1.0 1360.0 455.0
 5.0 3.3 1.7 3.8 1.2 89.0 501.0
 4.0 3.1 0.9 3.7 0.3 391.0 359.0
 4.0 2.6 1.4 3.9 0.1 2189.0 386.0
 5.0 2.5 2.5 3.4 1.6 394.0 296.0
 4.5 1.2 3.3 4.2 0.3 6218.0 298.0
 5.0 2.6 2.4 3.6 1.4 1941.0 517.0
 4.0 2.9 1.1 3.4 0.6 22.0 127.0
 2.0 2.1 0.1 2.5 0.5 3368.0 595.0
 5.0 1.6 3.4 3.7 1.3 1961.0 546.0
 5.0 2.2 2.8 3.8 1.2 439.0 284.0
 3.0 1.4 1.6 2.9 0.1 905.0 212.0
 5.0 2.5 2.5 3.9 1.1 913.0 55.0
 5.0 2.5 2.5 3.8 1.2 348.0 118.0
 4.0 3.1 0.9 3.2 0.8 428.0 501.0
 3.5 1.9 1.6 3.5 0.0 6359.0 327.0
 2.5 1.4 1.1 3.6 1.1 850.0 467.0
 2.0 1.8 0.2 3.2 1.2 3333.0 194.0
 4.0 2.4 1.6 3.4 0.6 1417.0 67.0
 3.5 2.4 1.1 3.5 0.0 1215.0 562.0
 4.0 2.0 2.0 3.3 0.7 2565.0 29.0
 5.0 1.8 3.2 4.1 0.9 1531.0 55.0
 4.5 2.4 2.1 3.6 0.9 889.0 423.0
 1.5 1.9 0.4 2.8 1.3 2704.0 579.0
 1.5 1.2 0.3 3.5 2.0 864.0 14.0
 3.5 2.5 1.0 3.8 0.3 1540.0 237.0
 4.5 3.6 0.9 4.1 0.4 122.0 308.0
 3.0 3.0 0.0 3.5 0.5 154.0 125.0
 4.0 2.9 1.1 4.1 0.1 79.0 98.0
 4.0 3.1 0.9 3.9 0.1 187.0 602.0
 3.5 2.7 0.8 3.5 0.0 598.0 51.0
 4.5 3.2 1.3 3.8 0.7 125.0 543.0
 3.0 2.6 0.4 3.8 0.8 3281.0 427.0
 5.0 2.6 2.4 3.6 1.4 218.0 205.0
 3.0 1.2 1.8 3.0 0.0 7443.0 467.0
 3.5 3.1 0.4 4.1 0.6 130.0 178.0
 3.5 2.9 0.6 3.8 0.3 1472.0 518.0
 5.0 3.3 1.7 3.9 1.1 92.0 117.0
 4.0 2.5 1.5 3.4 0.6 2171.0 389.0
 2.5 1.8 0.7 3.4 0.9 1738.0 379.0
 3.5 2.4 1.1 4.0 0.5 3392.0 158.0
 4.0 2.0 2.0 3.9 0.1 445.0 194.0
 4.0 2.8 1.2 3.3 0.7 696.0 101.0
 1.5 1.3 0.2 4.0 2.5 3428.0 352.0
 4.0 3.1 0.9 2.8 1.2 0.0 31.0
 3.0 2.0 1.0 3.2 0.2 16.0 451.0
 3.0 2.6 0.4 3.4 0.4 728.0 219.0
 4.5 3.2 1.3 3.6 0.9 492.0 543.0
 4.0 2.7 1.3 3.6 0.4 339.0 533.0
 5.0 3.2 1.8 3.8 1.2 332.0 244.0
 5.0 3.4 1.6 2.8 2.2 321.0 115.0
 3.5 1.4 2.1 3.3 0.2 6317.0 546.0
 3.5 1.6 1.9 4.0 0.5 5159.0 198.0
 2.0 2.0 0.0 1.5 0.5 7227.0 597.0
 4.0 2.1 1.9 4.0 0.0 992.0 101.0
 3.0 2.3 0.7 2.7 0.3 2950.0 246.0
 2.0 2.7 0.7 3.2 1.2 324.0 151.0
 5.0 2.7 2.3 3.8 1.2 196.0 55.0
 3.5 2.2 1.3 3.4 0.1 2622.0 401.0
 4.0 2.0 2.0 3.4 0.6 2601.0 231.0
 4.0 2.8 1.2 3.1 0.9 140.0 187.0
 3.0 1.7 1.3 3.0 0.0 4648.0 293.0
 2.0 2.0 0.0 3.0 1.0 930.0 664.0
 1.0 2.4 1.4 3.1 2.1 5650.0 536.0
 4.0 2.4 1.6 3.9 0.1 191.0 383.0
 4.0 3.5 0.5 4.3 0.3 160.0 27.0
 2.5 1.2 1.3 2.5 0.0 7058.0 474.0
 3.0 3.1 0.1 3.6 0.6 27.0 337.0
 4.0 2.8 1.2 3.8 0.2 435.0 606.0
 4.5 2.4 2.1 4.2 0.3 474.0 72.0
 3.5 1.6 1.9 3.2 0.3 3140.0 647.0
 4.0 3.1 0.9 3.4 0.6 1492.0 622.0
 4.5 1.3 3.2 3.6 0.9 2986.0 546.0
 4.0 3.0 1.0 3.9 0.1 92.0 613.0
 4.0 1.5 2.5 3.5 0.5 6779.0 619.0
 4.0 2.4 1.6 3.8 0.2 439.0 462.0
 4.0 2.0 2.0 3.3 0.7 270.0 284.0
 3.5 2.2 1.3 3.6 0.1 1426.0 614.0
 3.0 2.4 0.6 4.0 1.0 738.0 504.0
 4.0 2.6 1.4 3.9 0.1 106.0 293.0
 3.0 2.6 0.4 2.9 0.1 805.0 452.0
 5.0 2.1 2.9 3.6 1.4 2265.0 94.0
 3.5 1.8 1.7 3.6 0.1 2463.0 460.0
 0.5 1.7 1.2 2.8 2.3 6892.0 393.0
 4.0 2.6 1.4 3.7 0.3 425.0 490.0
 1.0 2.7 1.7 3.2 2.2 2116.0 628.0
 3.0 1.6 1.4 3.4 0.4 1451.0 379.0
 3.0 2.6 0.4 2.5 0.5 30.0 167.0
 4.0 3.3 0.7 3.9 0.1 359.0 670.0
 4.0 1.8 2.2 3.9 0.1 2697.0 194.0
 3.0 2.9 0.1 2.3 0.7 142.0 160.0
 4.0 2.5 1.5 3.8 0.2 107.0 513.0
 5.0 2.5 2.5 3.5 1.5 653.0 389.0
 5.0 2.9 2.1 3.4 1.6 139.0 382.0
 5.0 3.1 1.9 3.8 1.2 23.0 303.0
 3.0 3.1 0.1 3.9 0.9 197.0 440.0
 4.0 2.3 1.7 3.2 0.8 456.0 517.0
 3.5 2.9 0.6 3.8 0.3 517.0 302.0
 4.5 1.7 2.8 3.5 1.0 971.0 623.0
 4.0 2.4 1.6 3.9 0.1 787.0 18.0
 4.0 3.0 1.0 3.3 0.7 72.0 191.0
 5.0 2.9 2.1 4.1 0.9 79.0 20.0
 3.5 2.5 1.0 4.0 0.5 103.0 521.0
 2.0 2.4 0.4 3.7 1.7 118.0 149.0
 4.0 2.3 1.7 4.0 0.0 1378.0 416.0
 3.5 3.1 0.4 3.6 0.1 818.0 457.0
 2.0 1.3 0.7 2.4 0.4 6094.0 310.0
 3.0 2.0 1.0 4.0 1.0 2197.0 18.0
 4.0 1.9 2.1 2.6 1.4 5541.0 231.0
 4.5 2.7 1.8 4.2 0.3 4713.0 622.0
 5.0 2.0 3.0 3.3 1.7 4437.0 347.0
 4.5 3.0 1.5 3.4 1.1 1317.0 441.0
 2.0 2.3 0.3 2.6 0.6 30.0 284.0
 2.0 1.8 0.2 2.4 0.4 1382.0 570.0
 4.0 2.9 1.1 4.0 0.0 327.0 179.0
 5.0 3.0 2.0 3.9 1.1 161.0 386.0
 5.0 2.6 2.4 3.0 2.0 86.0 517.0
 2.0 2.6 0.6 3.6 1.6 2676.0 245.0
 3.5 3.0 0.5 3.5 0.0 335.0 252.0
 4.0 1.6 2.4 3.3 0.7 7480.0 508.0
 1.5 1.3 0.2 3.6 2.1 951.0 14.0
 3.0 3.2 0.2 4.0 1.0 179.0 564.0
 5.0 1.9 3.1 3.6 1.4 355.0 411.0
 4.5 3.3 1.2 3.9 0.6 204.0 576.0
 2.5 2.1 0.4 3.0 0.5 223.0 211.0
 4.0 2.6 1.4 3.9 0.1 182.0 104.0
 3.0 2.8 0.2 3.7 0.7 218.0 596.0
 4.0 2.9 1.1 3.3 0.7 75.0 231.0
 1.0 3.2 2.2 4.1 3.1 198.0 568.0
 4.0 2.8 1.2 3.9 0.1 913.0 386.0
 2.0 1.7 0.3 3.4 1.4 2508.0 164.0
 4.5 3.0 1.5 3.4 1.1 139.0 252.0
 5.0 2.6 2.4 3.9 1.1 4470.0 297.0
 4.5 3.2 1.3 3.1 1.4 667.0 472.0
 4.0 1.7 2.3 2.4 1.6 6082.0 366.0
 5.0 2.1 2.9 3.7 1.3 1953.0 57.0
 4.0 2.5 1.5 3.3 0.7 4372.0 630.0
 0.5 1.9 1.4 3.8 3.3 1299.0 164.0
 4.0 2.6 1.4 3.7 0.3 406.0 459.0
 3.0 1.6 1.4 3.4 0.4 2131.0 310.0
 2.0 1.8 0.2 2.5 0.5 656.0 212.0
 1.0 1.6 0.6 3.1 2.1 644.0 14.0
 3.0 2.3 0.7 3.8 0.8 170.0 211.0
 5.0 3.0 2.0 3.6 1.4 1622.0 478.0
 3.0 2.0 1.0 3.1 0.1 251.0 438.0
 3.5 2.4 1.1 3.2 0.3 1398.0 595.0
 4.0 2.4 1.6 3.8 0.2 287.0 664.0
 4.0 3.1 0.9 3.9 0.1 1041.0 70.0
 3.0 2.9 0.1 3.9 0.9 1954.0 244.0
 1.0 1.4 0.4 4.0 3.0 106.0 608.0
 3.0 3.1 0.1 3.0 0.0 20.0 399.0
 4.0 3.0 1.0 3.4 0.6 72.0 589.0
 2.5 1.8 0.7 2.4 0.1 1184.0 211.0
 4.5 1.6 2.9 3.8 0.7 1474.0 310.0
 4.0 2.9 1.1 3.6 0.4 901.0 163.0
 2.5 2.1 0.4 2.7 0.2 386.0 499.0
 4.0 1.7 2.3 2.8 1.2 1128.0 94.0
 4.5 2.6 1.9 4.1 0.4 480.0 526.0
 3.5 0.8 2.7 2.4 1.1 2619.0 580.0
 3.5 2.9 0.6 3.9 0.4 23.0 417.0
 3.0 2.5 0.5 2.7 0.3 35.0 515.0
 4.5 2.1 2.4 3.5 1.0 83.0 460.0
 4.0 2.8 1.2 3.5 0.5 72.0 246.0
 2.5 1.4 1.1 3.6 1.1 6085.0 293.0
 2.0 2.7 0.7 3.9 1.9 519.0 471.0
 5.0 1.9 3.1 4.2 0.8 5582.0 480.0
 4.0 2.7 1.3 3.9 0.1 191.0 102.0
 4.0 2.8 1.2 4.0 0.0 129.0 315.0
 3.0 2.0 1.0 3.3 0.3 262.0 345.0
 5.0 1.1 3.9 2.4 2.6 4728.0 132.0
 0.5 1.3 0.8 2.0 1.5 3862.0 72.0
 5.0 1.7 3.3 3.5 1.5 7069.0 426.0
 5.0 2.4 2.6 4.0 1.0 2192.0 101.0
 4.0 2.1 1.9 4.1 0.1 756.0 305.0
 4.0 2.2 1.8 2.7 1.3 443.0 231.0
 3.5 2.6 0.9 3.7 0.2 1148.0 354.0
 2.0 1.4 0.6 2.8 0.8 4575.0 563.0
 4.0 3.0 1.0 3.5 0.5 154.0 666.0
 4.0 3.0 1.0 4.0 0.0 122.0 273.0
 4.0 3.3 0.7 3.3 0.7 714.0 147.0
 4.0 2.9 1.1 3.6 0.4 1458.0 30.0
 3.0 3.0 0.0 3.3 0.3 88.0 628.0
 4.0 1.0 3.0 2.7 1.3 5367.0 212.0
 5.0 2.0 3.0 4.7 0.3 5248.0 401.0
 1.5 1.3 0.2 2.7 1.2 1182.0 456.0
 3.0 1.8 1.2 3.8 0.8 358.0 456.0
 2.5 2.8 0.3 4.0 1.5 129.0 282.0
 2.0 2.6 0.6 3.1 1.1 65.0 601.0
 3.0 1.2 1.8 3.0 0.0 1632.0 14.0
 4.5 2.7 1.8 3.7 0.8 1210.0 202.0
 4.0 1.3 2.7 4.5 0.5 5575.0 451.0
 4.0 1.3 2.7 3.5 0.5 4309.0 563.0
 3.0 1.6 1.4 2.1 0.9 4556.0 563.0
 4.0 2.8 1.2 2.5 1.5 323.0 505.0
 4.0 1.3 2.7 3.7 0.3 6061.0 563.0
 4.0 3.5 0.5 3.9 0.1 23.0 77.0
 3.0 1.8 1.2 3.7 0.7 1103.0 467.0
 3.0 1.1 1.9 3.6 0.6 3919.0 623.0
 5.0 3.4 1.6 3.8 1.2 468.0 511.0
 2.0 1.2 0.8 3.0 1.0 6068.0 563.0
 4.0 2.3 1.7 3.1 0.9 1152.0 581.0
 5.0 2.6 2.4 3.6 1.4 5577.0 430.0
 4.0 3.1 0.9 2.5 1.5 2077.0 483.0
 4.0 2.5 1.5 4.0 0.0 190.0 553.0
 4.0 1.7 2.3 3.2 0.8 1018.0 451.0
 4.0 2.3 1.7 3.5 0.5 7314.0 596.0
 3.0 2.0 1.0 3.5 0.5 271.0 517.0
 4.0 2.6 1.4 3.3 0.7 141.0 118.0
 2.0 2.1 0.1 2.8 0.8 52.0 357.0
 4.5 2.7 1.8 3.8 0.7 1379.0 267.0
 5.0 3.9 1.1 3.3 1.7 72.0 555.0
 4.0 1.8 2.2 3.4 0.6 2259.0 284.0
 5.0 3.7 1.3 4.1 0.9 105.0 215.0
 3.5 2.6 0.9 4.1 0.6 1289.0 22.0
 3.0 1.4 1.6 1.7 1.3 6140.0 293.0
 3.0 1.9 1.1 3.5 0.5 269.0 305.0
 4.5 2.7 1.8 3.3 1.2 111.0 237.0
 3.0 1.5 1.5 2.6 0.4 2930.0 379.0
 4.5 2.6 1.9 3.0 1.5 552.0 10.0
 3.0 1.2 1.8 2.7 0.3 2632.0 623.0
 3.0 2.7 0.3 3.7 0.7 417.0 74.0
 5.0 3.4 1.6 4.0 1.0 412.0 308.0
 3.0 2.2 0.8 3.8 0.8 582.0 293.0
 3.5 3.1 0.4 3.5 0.0 18.0 545.0
 4.0 2.7 1.3 3.1 0.9 2082.0 433.0
 2.0 1.7 0.3 3.8 1.8 289.0 261.0
 4.0 2.3 1.7 4.1 0.1 1955.0 104.0
 1.5 2.5 1.0 3.6 2.1 132.0 614.0
