 real U  UE   I  IE  tr  trE gbe gbeE  user  film
 4.0 5.0 1.0 3.0 1.0 3.9 0.1 4.0 0.0 4413.0 1922.0
 2.0 4.0 2.0 2.0 0.0 4.1 2.1 5.2 3.2 1488.0 2958.0
 4.0 2.0 2.0 4.0 0.0 3.4 0.6 3.6 0.4 122.0 1804.0
 5.0 5.0 0.0 5.0 0.0 4.1 0.9 4.8 0.2 4447.0 1258.0
 4.0 4.0 0.0 4.0 0.0 4.3 0.3 4.5 0.5 4117.0 1196.0
 1.0 1.0 0.0 1.0 0.0 3.7 2.7 4.8 3.8 3609.0 1936.0
 5.0 3.0 2.0 3.0 2.0 3.6 1.4 3.7 1.3 1050.0 2393.0
 4.0 4.0 0.0 3.0 1.0 4.5 0.5 4.9 0.9 4887.0 1197.0
 3.0 3.0 0.0 3.0 0.0 4.1 1.1 4.2 1.2 1743.0 2063.0
 3.0 1.0 2.0 1.0 2.0 3.1 0.1 3.5 0.5 5681.0 3860.0
 4.0 4.0 0.0 3.0 1.0 3.5 0.5 3.8 0.2 4250.0 1091.0
 3.0 3.0 0.0 5.0 2.0 4.0 1.0 4.3 1.3 182.0 2790.0
 5.0 5.0 0.0 3.0 2.0 4.3 0.7 4.4 0.6 1951.0 1212.0
 2.0 2.0 0.0 2.0 0.0 3.0 1.0 3.5 1.5 5025.0 3052.0
 3.0 2.0 1.0 3.0 0.0 3.1 0.1 3.5 0.5 3849.0 2333.0
 2.0 2.0 0.0 4.0 2.0 3.4 1.4 3.5 1.5 5467.0 2627.0
 1.0 4.0 3.0 5.0 4.0 3.7 2.7 4.1 3.1 3051.0 3575.0
 4.0 3.0 1.0 4.0 0.0 3.6 0.4 3.9 0.1 1337.0 2990.0
 5.0 4.0 1.0 3.0 2.0 4.2 0.8 4.3 0.7 1425.0 245.0
 3.0 3.0 0.0 1.0 2.0 3.4 0.4 4.3 1.3 1009.0 2310.0
 1.0 3.0 2.0 1.0 0.0 2.7 1.7 3.1 2.1 4682.0 2398.0
 4.0 4.0 0.0 3.0 1.0 3.8 0.2 4.1 0.1 1785.0 3158.0
 3.0 4.0 1.0 3.0 0.0 3.4 0.4 3.7 0.7 92.0 1374.0
 3.0 1.0 2.0 5.0 2.0 4.1 1.1 4.4 1.4 5157.0 1265.0
 3.0 4.0 1.0 4.0 1.0 3.9 0.9 4.3 1.3 5276.0 2715.0
 3.0 2.0 1.0 4.0 1.0 2.6 0.4 3.0 0.0 1500.0 3384.0
 5.0 3.0 2.0 5.0 0.0 4.1 0.9 4.7 0.3 2819.0 1229.0
 4.0 4.0 0.0 3.0 1.0 3.6 0.4 4.0 0.0 1049.0 3252.0
 5.0 3.0 2.0 3.0 2.0 3.5 1.5 3.8 1.2 2213.0 784.0
 2.0 4.0 2.0 1.0 1.0 3.5 1.5 4.3 2.3 1403.0 338.0
 2.0 3.0 1.0 2.0 0.0 3.2 1.2 3.3 1.3 1425.0 3246.0
 1.0 3.0 2.0 1.0 0.0 2.7 1.7 2.9 1.9 1987.0 3437.0
 3.0 3.0 0.0 4.0 1.0 3.3 0.3 3.4 0.4 5811.0 3862.0
 4.0 5.0 1.0 4.0 0.0 4.5 0.5 5.2 1.2 3663.0 1197.0
 2.0 4.0 2.0 4.0 2.0 2.5 0.5 2.6 0.6 4370.0 3003.0
 4.0 3.0 1.0 1.0 3.0 3.1 0.9 3.5 0.5 5311.0 99.0
 4.0 4.0 0.0 3.0 1.0 3.7 0.3 4.2 0.2 4483.0 2856.0
 5.0 4.0 1.0 3.0 2.0 4.0 1.0 4.3 0.7 5995.0 1078.0
 1.0 1.0 0.0 1.0 0.0 2.1 1.1 2.4 1.4 4507.0 2449.0
 5.0 2.0 3.0 5.0 0.0 3.0 2.0 3.5 1.5 3490.0 1714.0
 3.0 4.0 1.0 3.0 0.0 3.6 0.6 4.3 1.3 1018.0 1965.0
 2.0 1.0 1.0 2.0 0.0 1.8 0.2 2.5 0.5 2961.0 1980.0
 5.0 2.0 3.0 4.0 1.0 4.0 1.0 4.4 0.6 5642.0 1673.0
 2.0 5.0 3.0 3.0 1.0 4.1 2.1 4.2 2.2 2026.0 1205.0
 5.0 2.0 3.0 5.0 0.0 4.0 1.0 4.3 0.7 1634.0 1096.0
 4.0 2.0 2.0 3.0 1.0 3.8 0.2 3.9 0.1 5847.0 3104.0
 2.0 5.0 3.0 5.0 3.0 3.8 1.8 3.8 1.8 4625.0 1270.0
 4.0 4.0 0.0 3.0 1.0 3.5 0.5 4.1 0.1 6029.0 2639.0
 5.0 3.0 2.0 5.0 0.0 3.9 1.1 4.5 0.5 808.0 1922.0
 5.0 3.0 2.0 4.0 1.0 3.7 1.3 4.2 0.8 2248.0 2705.0
 4.0 5.0 1.0 2.0 2.0 4.3 0.3 4.3 0.3 4607.0 2027.0
 1.0 2.0 1.0 3.0 2.0 3.1 2.1 3.2 2.2 4932.0 690.0
 2.0 2.0 0.0 2.0 0.0 3.6 1.6 3.7 1.7 5322.0 1720.0
 5.0 5.0 0.0 2.0 3.0 3.6 1.4 4.0 1.0 2167.0 470.0
 2.0 1.0 1.0 1.0 1.0 1.8 0.2 1.8 0.2 5386.0 1997.0
 2.0 2.0 0.0 3.0 1.0 2.4 0.4 2.7 0.7 3223.0 1994.0
 5.0 1.0 4.0 5.0 0.0 4.2 0.8 4.4 0.6 3465.0 1303.0
 2.0 1.0 1.0 1.0 1.0 3.2 1.2 3.4 1.4 4023.0 1916.0
 4.0 5.0 1.0 4.0 0.0 4.2 0.2 4.3 0.3 3881.0 1616.0
 5.0 2.0 3.0 4.0 1.0 3.9 1.1 4.1 0.9 5393.0 222.0
 4.0 3.0 1.0 3.0 1.0 3.7 0.3 3.8 0.2 1879.0 2856.0
 3.0 4.0 1.0 4.0 1.0 3.3 0.3 3.5 0.5 2940.0 2802.0
 5.0 4.0 1.0 4.0 1.0 4.3 0.7 4.4 0.6 3767.0 2027.0
 3.0 3.0 0.0 3.0 0.0 3.6 0.6 4.0 1.0 5635.0 376.0
 2.0 4.0 2.0 1.0 1.0 3.7 1.7 3.9 1.9 2245.0 3701.0
 5.0 5.0 0.0 3.0 2.0 4.0 1.0 4.1 0.9 4260.0 1022.0
 5.0 3.0 2.0 5.0 0.0 4.2 0.8 4.6 0.4 4317.0 110.0
 2.0 2.0 0.0 3.0 1.0 3.3 1.3 3.6 1.6 2844.0 2142.0
 3.0 1.0 2.0 2.0 1.0 2.7 0.3 2.7 0.3 4727.0 1998.0
 5.0 5.0 0.0 5.0 0.0 3.5 1.5 3.8 1.2 1197.0 103.0
 5.0 4.0 1.0 4.0 1.0 4.1 0.9 4.5 0.5 3051.0 2009.0
 5.0 5.0 0.0 1.0 4.0 4.1 0.9 4.4 0.6 2617.0 1960.0
 2.0 3.0 1.0 3.0 1.0 3.3 1.3 4.0 2.0 3421.0 3032.0
 4.0 2.0 2.0 1.0 3.0 3.6 0.4 4.0 0.0 3568.0 2729.0
 4.0 3.0 1.0 3.0 1.0 3.5 0.5 3.8 0.2 441.0 1369.0
 5.0 3.0 2.0 5.0 0.0 3.5 1.5 4.2 0.8 3538.0 9.0
 5.0 5.0 0.0 3.0 2.0 4.2 0.8 4.2 0.8 3832.0 3146.0
 3.0 3.0 0.0 4.0 1.0 4.1 1.1 4.8 1.8 5511.0 2787.0
 4.0 1.0 3.0 4.0 0.0 3.4 0.6 3.6 0.4 4271.0 328.0
 4.0 5.0 1.0 2.0 2.0 4.0 0.0 4.0 0.0 2083.0 2335.0
 4.0 3.0 1.0 2.0 2.0 3.0 1.0 3.1 0.9 1050.0 1376.0
 3.0 4.0 1.0 3.0 0.0 3.3 0.3 3.4 0.4 2925.0 3408.0
 5.0 4.0 1.0 3.0 2.0 4.2 0.8 4.6 0.4 5311.0 109.0
 4.0 3.0 1.0 4.0 0.0 3.4 0.6 3.5 0.5 2563.0 1618.0
 2.0 4.0 2.0 3.0 1.0 3.5 1.5 3.8 1.8 3006.0 3080.0
 4.0 4.0 0.0 4.0 0.0 3.7 0.3 4.0 0.0 423.0 2967.0
 5.0 2.0 3.0 3.0 2.0 4.1 0.9 4.2 0.8 3498.0 0.0
 1.0 1.0 0.0 2.0 1.0 3.7 2.7 3.9 2.9 3239.0 68.0
 3.0 4.0 1.0 2.0 1.0 2.7 0.3 3.1 0.1 2908.0 8.0
 2.0 3.0 1.0 1.0 1.0 3.8 1.8 4.4 2.4 1482.0 3498.0
 3.0 5.0 2.0 4.0 1.0 4.0 1.0 4.4 1.4 1447.0 1244.0
 1.0 4.0 3.0 4.0 3.0 2.5 1.5 2.6 1.6 5301.0 2305.0
 4.0 4.0 0.0 5.0 1.0 3.8 0.2 4.2 0.2 5907.0 479.0
 3.0 4.0 1.0 3.0 0.0 3.7 0.7 4.3 1.3 5366.0 1375.0
 5.0 4.0 1.0 5.0 0.0 4.0 1.0 4.1 0.9 1050.0 1209.0
 3.0 3.0 0.0 3.0 0.0 3.4 0.4 3.6 0.6 4542.0 3449.0
 4.0 3.0 1.0 3.0 1.0 3.9 0.1 4.0 0.0 168.0 2267.0
 5.0 4.0 1.0 3.0 2.0 4.1 0.9 4.6 0.4 5111.0 3333.0
 5.0 3.0 2.0 3.0 2.0 3.8 1.2 4.2 0.8 5575.0 479.0
 2.0 5.0 3.0 3.0 1.0 3.0 1.0 3.4 1.4 3139.0 531.0
 4.0 4.0 0.0 2.0 2.0 3.7 0.3 3.9 0.1 423.0 2177.0
 2.0 2.0 0.0 3.0 1.0 3.4 1.4 3.9 1.9 1482.0 1374.0
 3.0 4.0 1.0 3.0 0.0 3.9 0.9 4.4 1.4 325.0 1373.0
 4.0 4.0 0.0 2.0 2.0 3.6 0.4 4.3 0.3 3421.0 20.0
 5.0 3.0 2.0 3.0 2.0 3.3 1.7 3.4 1.6 347.0 1007.0
 2.0 3.0 1.0 1.0 1.0 2.9 0.9 3.1 1.1 3512.0 885.0
 3.0 4.0 1.0 3.0 0.0 3.5 0.5 4.3 1.3 1009.0 2984.0
 4.0 3.0 1.0 4.0 0.0 3.7 0.3 4.0 0.0 5554.0 3033.0
 4.0 2.0 2.0 4.0 0.0 4.1 0.1 4.4 0.4 2450.0 3358.0
 5.0 4.0 1.0 5.0 0.0 3.8 1.2 4.0 1.0 3277.0 3547.0
 2.0 5.0 3.0 3.0 1.0 3.6 1.6 3.8 1.8 5060.0 1526.0
 3.0 3.0 0.0 3.0 0.0 3.7 0.7 3.8 0.8 5552.0 2107.0
 3.0 4.0 1.0 5.0 2.0 4.1 1.1 4.7 1.7 4557.0 355.0
 4.0 4.0 0.0 3.0 1.0 2.7 1.3 2.7 1.3 1283.0 3284.0
 4.0 3.0 1.0 4.0 0.0 3.8 0.2 4.0 0.0 2349.0 2080.0
 4.0 5.0 1.0 5.0 1.0 3.5 0.5 4.2 0.2 4332.0 3502.0
 3.0 4.0 1.0 3.0 0.0 3.0 0.0 3.1 0.1 3061.0 2709.0
 4.0 4.0 0.0 5.0 1.0 4.5 0.5 4.7 0.7 207.0 1147.0
 5.0 4.0 1.0 5.0 0.0 3.7 1.3 4.3 0.7 155.0 3254.0
 3.0 3.0 0.0 4.0 1.0 4.1 1.1 4.2 1.2 5270.0 588.0
 4.0 5.0 1.0 4.0 0.0 4.5 0.5 4.7 0.7 1497.0 744.0
 5.0 3.0 2.0 5.0 0.0 4.0 1.0 4.5 0.5 4292.0 614.0
 3.0 3.0 0.0 3.0 0.0 3.4 0.4 3.8 0.8 2965.0 647.0
 4.0 3.0 1.0 2.0 2.0 2.7 1.3 3.0 1.0 4114.0 1549.0
 3.0 4.0 1.0 4.0 1.0 3.4 0.4 3.7 0.7 2161.0 2099.0
 4.0 2.0 2.0 3.0 1.0 3.9 0.1 4.0 0.0 1608.0 3544.0
 3.0 4.0 1.0 5.0 2.0 4.0 1.0 4.2 1.2 2013.0 1264.0
 4.0 4.0 0.0 4.0 0.0 4.1 0.1 4.2 0.2 1057.0 28.0
 4.0 4.0 0.0 5.0 1.0 3.4 0.6 3.7 0.3 402.0 3081.0
 1.0 2.0 1.0 1.0 0.0 2.4 1.4 2.8 1.8 5787.0 2295.0
 5.0 4.0 1.0 4.0 1.0 4.0 1.0 4.0 1.0 4578.0 2564.0
 4.0 5.0 1.0 3.0 1.0 4.5 0.5 4.7 0.7 4457.0 526.0
 4.0 4.0 0.0 4.0 0.0 4.2 0.2 5.0 1.0 795.0 3076.0
 3.0 2.0 1.0 3.0 0.0 2.6 0.4 2.9 0.1 838.0 1830.0
 4.0 3.0 1.0 3.0 1.0 3.5 0.5 4.0 0.0 3828.0 1189.0
 3.0 3.0 0.0 3.0 0.0 4.2 1.2 4.8 1.8 669.0 1103.0
 5.0 2.0 3.0 3.0 2.0 3.4 1.6 4.2 0.8 4657.0 2627.0
 5.0 3.0 2.0 3.0 2.0 3.8 1.2 4.2 0.8 3258.0 1733.0
 4.0 1.0 3.0 3.0 1.0 3.3 0.7 3.8 0.2 516.0 1087.0
 2.0 2.0 0.0 2.0 0.0 2.7 0.7 2.7 0.7 5598.0 1751.0
 5.0 1.0 4.0 4.0 1.0 3.5 1.5 3.8 1.2 3894.0 3124.0
 5.0 5.0 0.0 5.0 0.0 4.1 0.9 4.3 0.7 5617.0 0.0
 5.0 5.0 0.0 4.0 1.0 4.5 0.5 4.7 0.3 5654.0 526.0
 4.0 5.0 1.0 5.0 1.0 3.9 0.1 4.0 0.0 3674.0 1219.0
 4.0 3.0 1.0 4.0 0.0 3.6 0.4 3.9 0.1 410.0 1671.0
 3.0 4.0 1.0 4.0 1.0 4.0 1.0 4.4 1.4 4783.0 1269.0
 3.0 5.0 2.0 5.0 2.0 4.1 1.1 4.1 1.1 3444.0 1198.0
 5.0 2.0 3.0 3.0 2.0 3.0 2.0 3.1 1.9 2457.0 1716.0
 5.0 4.0 1.0 3.0 2.0 3.7 1.3 3.9 1.1 1150.0 1731.0
 4.0 3.0 1.0 4.0 0.0 3.8 0.2 3.9 0.1 3621.0 2079.0
 3.0 1.0 2.0 3.0 0.0 2.7 0.3 2.8 0.2 1167.0 2557.0
 5.0 4.0 1.0 4.0 1.0 4.1 0.9 4.4 0.6 5622.0 1306.0
 2.0 1.0 1.0 1.0 1.0 3.0 1.0 3.3 1.3 5737.0 2597.0
 4.0 5.0 1.0 4.0 0.0 4.0 0.0 4.1 0.1 4208.0 2335.0
 4.0 3.0 1.0 5.0 1.0 4.0 0.0 4.3 0.3 5096.0 3362.0
 5.0 4.0 1.0 1.0 4.0 3.7 1.3 4.6 0.4 1644.0 3752.0
 2.0 3.0 1.0 2.0 0.0 3.7 1.7 4.0 2.0 4102.0 3251.0
 2.0 4.0 2.0 3.0 1.0 3.9 1.9 4.2 2.2 3956.0 837.0
 4.0 3.0 1.0 4.0 0.0 3.5 0.5 3.7 0.3 5764.0 779.0
 4.0 4.0 0.0 3.0 1.0 3.7 0.3 4.1 0.1 3671.0 3681.0
 3.0 2.0 1.0 3.0 0.0 2.4 0.6 2.7 0.3 3310.0 1004.0
 4.0 4.0 0.0 5.0 1.0 4.0 0.0 4.1 0.1 5224.0 3670.0
 4.0 5.0 1.0 3.0 1.0 4.0 0.0 4.1 0.1 262.0 1096.0
 4.0 4.0 0.0 3.0 1.0 4.0 0.0 4.2 0.2 3719.0 3741.0
 2.0 3.0 1.0 1.0 1.0 3.8 1.8 4.2 2.2 410.0 2159.0
 5.0 5.0 0.0 5.0 0.0 4.3 0.7 4.4 0.6 4764.0 968.0
 4.0 4.0 0.0 2.0 2.0 3.7 0.3 3.9 0.1 5566.0 2405.0
 5.0 2.0 3.0 1.0 4.0 3.5 1.5 3.6 1.4 3040.0 3175.0
 5.0 5.0 0.0 1.0 4.0 3.4 1.6 3.6 1.4 1247.0 2426.0
 4.0 4.0 0.0 4.0 0.0 3.7 0.3 3.8 0.2 569.0 3535.0
 4.0 4.0 0.0 1.0 3.0 3.1 0.9 3.4 0.6 2506.0 2519.0
 4.0 2.0 2.0 1.0 3.0 4.0 0.0 4.3 0.3 732.0 1079.0
 3.0 5.0 2.0 3.0 0.0 4.0 1.0 4.1 1.1 4798.0 1783.0
 3.0 3.0 0.0 3.0 0.0 3.8 0.8 3.9 0.9 259.0 3792.0
 2.0 4.0 2.0 2.0 0.0 2.9 0.9 3.3 1.3 651.0 378.0
 4.0 4.0 0.0 5.0 1.0 3.2 0.8 3.6 0.4 1062.0 3783.0
 2.0 3.0 1.0 3.0 1.0 3.7 1.7 4.0 2.0 6035.0 2705.0
 3.0 4.0 1.0 1.0 2.0 3.4 0.4 3.5 0.5 1903.0 1204.0
 4.0 3.0 1.0 5.0 1.0 3.4 0.6 3.5 0.5 5877.0 1568.0
 4.0 2.0 2.0 4.0 0.0 4.0 0.0 4.1 0.1 1464.0 1075.0
 4.0 4.0 0.0 1.0 3.0 3.4 0.6 3.6 0.4 3535.0 3300.0
 2.0 3.0 1.0 1.0 1.0 3.3 1.3 4.0 2.0 5471.0 3028.0
 2.0 3.0 1.0 4.0 2.0 3.6 1.6 4.0 2.0 5995.0 3479.0
 4.0 4.0 0.0 5.0 1.0 4.2 0.2 4.3 0.3 5059.0 245.0
 3.0 4.0 1.0 4.0 1.0 3.8 0.8 3.8 0.8 5754.0 1679.0
 5.0 5.0 0.0 4.0 1.0 4.1 0.9 5.1 0.1 3833.0 3948.0
 4.0 3.0 1.0 4.0 0.0 3.5 0.5 3.7 0.3 600.0 476.0
 2.0 3.0 1.0 4.0 2.0 3.7 1.7 3.8 1.8 3998.0 2352.0
 4.0 4.0 0.0 3.0 1.0 3.5 0.5 3.6 0.4 4522.0 2096.0
 3.0 2.0 1.0 4.0 1.0 2.4 0.6 2.8 0.2 548.0 2472.0
 2.0 2.0 0.0 1.0 1.0 2.3 0.3 2.4 0.4 1241.0 1314.0
 5.0 5.0 0.0 4.0 1.0 3.4 1.6 3.5 1.5 3907.0 2426.0
 3.0 4.0 1.0 4.0 1.0 3.7 0.7 3.8 0.8 1957.0 356.0
 3.0 4.0 1.0 4.0 1.0 4.3 1.3 4.3 1.3 4860.0 540.0
 4.0 4.0 0.0 4.0 0.0 3.9 0.1 4.1 0.1 5830.0 3359.0
 1.0 1.0 0.0 1.0 0.0 1.7 0.7 2.0 1.0 3310.0 2554.0
 2.0 3.0 1.0 3.0 1.0 2.2 0.2 2.2 0.2 6000.0 1498.0
 3.0 2.0 1.0 1.0 2.0 3.1 0.1 3.3 0.3 2723.0 106.0
 3.0 4.0 1.0 4.0 1.0 3.4 0.4 3.5 0.5 958.0 1572.0
 5.0 5.0 0.0 5.0 0.0 4.1 0.9 4.4 0.6 68.0 3082.0
 5.0 1.0 4.0 4.0 1.0 3.4 1.6 3.5 1.5 947.0 2469.0
 4.0 4.0 0.0 3.0 1.0 4.2 0.2 4.5 0.5 3271.0 3467.0
 2.0 3.0 1.0 4.0 2.0 3.5 1.5 3.7 1.7 4000.0 3168.0
 3.0 2.0 1.0 2.0 1.0 2.2 0.8 2.4 0.6 4590.0 159.0
 4.0 4.0 0.0 3.0 1.0 3.6 0.4 4.0 0.0 1576.0 232.0
 5.0 5.0 0.0 3.0 2.0 3.5 1.5 4.0 1.0 2803.0 1369.0
 2.0 3.0 1.0 2.0 0.0 3.3 1.3 3.3 1.3 5708.0 2362.0
 5.0 3.0 2.0 4.0 1.0 4.1 0.9 4.5 0.5 1835.0 923.0
 5.0 3.0 2.0 4.0 1.0 3.9 1.1 4.1 0.9 2644.0 1640.0
 3.0 4.0 1.0 2.0 1.0 3.9 0.9 4.3 1.3 2108.0 2661.0
 4.0 2.0 2.0 1.0 3.0 3.3 0.7 3.4 0.6 5045.0 197.0
 4.0 3.0 1.0 2.0 2.0 3.6 0.4 3.9 0.1 2744.0 163.0
 3.0 2.0 1.0 3.0 0.0 3.2 0.2 3.3 0.3 481.0 735.0
 3.0 3.0 0.0 3.0 0.0 4.1 1.1 4.8 1.8 2009.0 1089.0
 5.0 4.0 1.0 3.0 2.0 4.3 0.7 4.5 0.5 3605.0 2857.0
 4.0 3.0 1.0 3.0 1.0 3.8 0.2 3.8 0.2 1227.0 3177.0
 2.0 2.0 0.0 2.0 0.0 2.8 0.8 3.1 1.1 659.0 3257.0
 4.0 2.0 2.0 3.0 1.0 3.8 0.2 3.9 0.1 5788.0 3360.0
 5.0 5.0 0.0 4.0 1.0 4.5 0.5 4.8 0.2 3283.0 49.0
 4.0 2.0 2.0 4.0 0.0 3.9 0.1 4.5 0.5 5626.0 1961.0
 1.0 3.0 2.0 2.0 1.0 3.0 2.0 3.9 2.9 4429.0 2251.0
 2.0 2.0 0.0 1.0 1.0 3.0 1.0 3.4 1.4 3066.0 3488.0
 3.0 1.0 2.0 3.0 0.0 3.4 0.4 3.8 0.8 5995.0 3607.0
 4.0 4.0 0.0 1.0 3.0 4.0 0.0 5.2 1.2 1339.0 2288.0
 2.0 2.0 0.0 2.0 0.0 3.3 1.3 3.4 1.4 2097.0 2802.0
 3.0 3.0 0.0 3.0 0.0 3.4 0.4 3.4 0.4 1139.0 1932.0
 3.0 5.0 2.0 4.0 1.0 4.1 1.1 4.5 1.5 3614.0 2009.0
 1.0 4.0 3.0 3.0 2.0 3.3 2.3 4.2 3.2 2747.0 2115.0
 3.0 4.0 1.0 4.0 1.0 4.1 1.1 4.3 1.3 4883.0 0.0
 3.0 3.0 0.0 1.0 2.0 2.3 0.7 2.6 0.4 330.0 91.0
 5.0 5.0 0.0 4.0 1.0 4.0 1.0 4.7 0.3 3209.0 2288.0
 4.0 3.0 1.0 5.0 1.0 2.5 1.5 2.9 1.1 3356.0 2808.0
 5.0 5.0 0.0 4.0 1.0 3.7 1.3 4.2 0.8 450.0 1724.0
 5.0 4.0 1.0 5.0 0.0 4.1 0.9 4.7 0.3 474.0 2917.0
 3.0 3.0 0.0 4.0 1.0 3.5 0.5 3.9 0.9 3714.0 3185.0
 3.0 3.0 0.0 4.0 1.0 3.4 0.4 3.7 0.7 318.0 2423.0
 5.0 5.0 0.0 5.0 0.0 4.0 1.0 4.8 0.2 982.0 1269.0
 3.0 4.0 1.0 3.0 0.0 3.8 0.8 3.9 0.9 3379.0 2075.0
 2.0 2.0 0.0 2.0 0.0 3.4 1.4 3.7 1.7 512.0 2758.0
 4.0 3.0 1.0 3.0 1.0 3.6 0.4 3.7 0.3 237.0 150.0
 2.0 4.0 2.0 3.0 1.0 3.7 1.7 4.2 2.2 2819.0 2911.0
 4.0 3.0 1.0 3.0 1.0 3.1 0.9 3.1 0.9 5262.0 1585.0
 5.0 3.0 2.0 2.0 3.0 3.4 1.6 3.8 1.2 2640.0 2133.0
 3.0 2.0 1.0 4.0 1.0 3.6 0.6 4.0 1.0 2015.0 3699.0
 2.0 1.0 1.0 2.0 0.0 2.5 0.5 3.2 1.2 1779.0 636.0
 4.0 5.0 1.0 3.0 1.0 4.0 0.0 4.3 0.3 1119.0 939.0
 1.0 1.0 0.0 1.0 0.0 2.3 1.3 2.9 1.9 5366.0 625.0
 5.0 5.0 0.0 5.0 0.0 4.5 0.5 4.6 0.4 5867.0 526.0
 3.0 3.0 0.0 3.0 0.0 3.4 0.4 3.5 0.5 602.0 2495.0
 3.0 4.0 1.0 3.0 0.0 3.8 0.8 4.2 1.2 3429.0 2077.0
 4.0 4.0 0.0 4.0 0.0 3.9 0.1 4.2 0.2 3657.0 3680.0
 4.0 1.0 3.0 2.0 2.0 4.1 0.1 4.1 0.1 2260.0 3005.0
 1.0 2.0 1.0 1.0 0.0 3.3 2.3 3.8 2.8 130.0 3797.0
 4.0 4.0 0.0 4.0 0.0 4.1 0.1 4.2 0.2 138.0 1257.0
 4.0 5.0 1.0 4.0 0.0 4.0 0.0 4.0 0.0 3259.0 1245.0
 2.0 5.0 3.0 2.0 0.0 3.9 1.9 3.9 1.9 480.0 3103.0
 3.0 5.0 2.0 3.0 0.0 4.0 1.0 4.1 1.1 236.0 1209.0
 3.0 3.0 0.0 1.0 2.0 3.0 0.0 3.6 0.6 3279.0 2059.0
 3.0 3.0 0.0 2.0 1.0 3.9 0.9 4.3 1.3 2108.0 3667.0
 2.0 2.0 0.0 3.0 1.0 3.3 1.3 3.6 1.6 3310.0 251.0
 4.0 3.0 1.0 4.0 0.0 4.0 0.0 4.3 0.3 1116.0 1673.0
 4.0 3.0 1.0 2.0 2.0 3.4 0.6 3.8 0.2 1039.0 2627.0
 5.0 4.0 1.0 3.0 2.0 4.0 1.0 4.7 0.3 4993.0 3470.0
 5.0 5.0 0.0 5.0 0.0 4.1 0.9 4.2 0.8 4062.0 355.0
 4.0 4.0 0.0 4.0 0.0 4.0 0.0 4.1 0.1 3533.0 2950.0
 5.0 2.0 3.0 5.0 0.0 2.9 2.1 3.2 1.8 2653.0 2839.0
 5.0 3.0 2.0 3.0 2.0 4.1 0.9 4.7 0.3 185.0 740.0
 3.0 1.0 2.0 3.0 0.0 3.9 0.9 4.2 1.2 1679.0 1034.0
 4.0 4.0 0.0 4.0 0.0 3.9 0.1 4.2 0.2 2588.0 3159.0
 3.0 1.0 2.0 3.0 0.0 2.3 0.7 2.5 0.5 4731.0 1968.0
 4.0 4.0 0.0 4.0 0.0 3.1 0.9 3.4 0.6 4457.0 287.0
 4.0 3.0 1.0 4.0 0.0 3.6 0.4 3.7 0.3 1668.0 51.0
 3.0 3.0 0.0 4.0 1.0 3.6 0.6 3.8 0.8 5999.0 3252.0
 5.0 2.0 3.0 4.0 1.0 4.3 0.7 4.4 0.6 1799.0 2570.0
 3.0 1.0 2.0 2.0 1.0 3.0 0.0 3.3 0.3 5007.0 3488.0
 4.0 4.0 0.0 5.0 1.0 4.3 0.3 4.4 0.4 1591.0 1271.0
 5.0 3.0 2.0 4.0 1.0 4.0 1.0 4.0 1.0 1546.0 1264.0
 3.0 2.0 1.0 2.0 1.0 3.4 0.4 3.5 0.5 2995.0 3449.0
 5.0 4.0 1.0 5.0 0.0 3.8 1.2 4.8 0.2 1745.0 3158.0
 4.0 2.0 2.0 4.0 0.0 4.0 0.0 4.1 0.1 4053.0 1264.0
 5.0 5.0 0.0 5.0 0.0 4.3 0.7 5.1 0.1 952.0 1283.0
 3.0 4.0 1.0 3.0 0.0 3.8 0.8 4.0 1.0 2763.0 3385.0
 2.0 4.0 2.0 1.0 1.0 2.9 0.9 3.0 1.0 3803.0 272.0
 4.0 2.0 2.0 5.0 1.0 4.1 0.1 4.6 0.6 233.0 1290.0
 4.0 3.0 1.0 3.0 1.0 3.9 0.1 4.4 0.4 2389.0 3915.0
 5.0 3.0 2.0 4.0 1.0 3.8 1.2 3.8 1.2 2207.0 1672.0
 3.0 5.0 2.0 5.0 2.0 4.3 1.3 4.3 1.3 731.0 295.0
 4.0 4.0 0.0 4.0 0.0 3.6 0.4 4.2 0.2 3191.0 379.0
 5.0 4.0 1.0 4.0 1.0 3.7 1.3 4.0 1.0 6010.0 1579.0
 5.0 5.0 0.0 4.0 1.0 3.7 1.3 3.9 1.1 4827.0 2670.0
 4.0 1.0 3.0 3.0 1.0 3.4 0.6 3.4 0.6 5897.0 2627.0
 3.0 2.0 1.0 3.0 0.0 3.7 0.7 3.9 0.9 1751.0 160.0
 1.0 3.0 2.0 3.0 2.0 3.4 2.4 3.6 2.6 4475.0 2310.0
 2.0 2.0 0.0 4.0 2.0 2.2 0.2 2.4 0.4 5552.0 2548.0
 4.0 3.0 1.0 5.0 1.0 3.6 0.4 3.8 0.2 2066.0 2181.0
 4.0 3.0 1.0 2.0 2.0 3.4 0.6 3.6 0.4 5830.0 662.0
 4.0 1.0 3.0 5.0 1.0 3.9 0.1 4.0 0.0 1372.0 1027.0
 4.0 1.0 3.0 4.0 0.0 1.9 2.1 2.6 1.4 4013.0 2380.0
 4.0 4.0 0.0 5.0 1.0 3.7 0.3 3.8 0.2 3417.0 2619.0
